t,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
2035,31409.57568,39671.31641,12004.14229,8987.924578,8913.348936,7994.577373,5679.716761,1664.292567,5220.795037,8779.136594,28902.57213,17716.45645,13896.69673,6430.702964,7841.10923,13724.06256,8630.620659,6045.292955,19380.07098,16463.25528,6570.638541,5148.427727,26753.83088,26974.97853,2230.144872,1542.97775
2036,31841.34327,40010.01181,12244.44351,9238.841718,9057.666509,8180.376856,5886.23091,1752.469454,5472.314358,9005.418266,29303.13386,18098.0507,14176.3018,6598.096926,8097.131986,14021.204,8813.902845,6276.495151,19692.42076,16971.12833,6775.882441,5352.841958,27014.80166,27330.46951,2314.50024,1598.728006
2037,32277.37771,40355.56569,12489.01271,9498.701242,9205.034556,8371.377259,6099.753758,1844.480839,5733.35352,9238.195859,29708.94914,18488.704,14462.14074,6771.907704,8362.650792,14323.77729,8999.80181,6516.714887,20009.98524,17492.74992,6988.899784,5565.61101,27278.07169,27692.70412,2402.267595,1656.396742
2038,32717.44391,40706.71265,12738.01066,9767.682963,9355.471477,8567.626356,6320.356778,1940.40195,6003.282269,9477.571355,30117.44487,18888.22069,14754.66623,6951.468956,8638.584663,14632.5596,9188.173004,6766.120591,20332.89433,18028.33139,7209.718475,5786.882452,27543.53205,28061.10233,2493.533467,1715.956522
2039,33161.50085,41063.56458,12991.60477,10046.2625,9509.072851,8769.280614,6548.385461,2040.40345,6280.806724,9723.888161,30531.15845,19297.02657,15054.05687,7136.652376,8925.431863,14947.91488,9379.454103,7025.095749,20661.09416,18578.47523,7438.797435,6017.047056,27811.31594,28435.80345,2588.424319,1777.468817
2040,33609.20636,41425.98611,13249.90375,10334.7912,9665.929767,8976.51919,6784.11592,2144.621659,6564.902648,9977.227025,30950.05519,19715.25299,15360.47319,7327.361206,9223.59331,15270.10657,9574.028599,7293.982901,20994.60077,19143.60702,7676.446728,6256.482571,28081.48871,28816.79602,2687.059883,1840.970456
2041,34031.39794,41751.57493,13513.51812,10632.90892,9818.768461,9183.269969,7015.0371,2254.804803,6862.084594,10218.64713,31379.54228,20087.4625,15655.5714,7496.052798,9481.254046,15523.94135,9755.814089,7551.040397,21302.5224,19661.37775,7914.052743,6484.210821,28377.09632,29211.99544,2788.357347,1915.771424
2042,34455.07399,42081.60008,13782.11812,10941.87567,9974.843507,9395.738401,7253.4464,2369.590534,7161.022337,10466.5405,31813.67715,20466.81594,15957.25678,7668.838738,9747.80807,15782.09141,9940.618153,7817.155483,21613.74995,20191.51133,8160.412874,6720.404704,28675.78886,29613.69837,2893.548539,1993.331503
2043,34880.06509,42415.59929,14055.78319,11262.01179,10134.22125,9614.131909,7499.456937,2489.112244,7466.058097,10721.01847,32252.35017,20853.51893,16265.7507,7845.738947,10023.40085,16044.72296,10128.54776,8092.597194,21928.98833,20735.76926,8415.571944,6965.317708,28977.44634,30021.75151,3002.713013,2073.690446
2044,35307.03487,42753.4214,14334.61916,11593.74778,10297.03548,9838.519329,7753.231867,2613.526764,7784.821116,10982.19162,32696.09507,21247.67498,16581.07578,8026.850493,10308.55447,16312.03289,10319.68438,8377.668991,22248.09992,21292.69783,8680.00008,7219.322072,29282.24641,30436.07727,3115.956497,2156.964033
2045,35736.68363,43094.80182,14618.69054,11937.50075,10463.37871,10069.06464,8014.898995,2742.999412,8122.222385,11250.16213,33145.35881,21649.41069,16903.26437,8212.27446,10603.53488,16584.17417,10514.17435,8672.663952,22571.06327,21862.4845,8953.949592,7482.757189,29590.17634,30856.55487,3233.369529,2243.232558
2046,36120.5285,43387.58474,14912.3979,12289.62764,10625.41516,10300.83644,8270.792015,2877.817112,8484.392126,11504.72861,33595.52934,22020.0442,17213.82903,8377.285212,10853.90751,16803.1697,10697.4764,8955.603819,22866.22496,22358.77234,9225.661353,7733.139009,29899.21784,31253.33319,3352.567665,2340.230496
2047,36506.55836,43682.6153,15211.63889,12654.62931,10790.91229,10539.87234,8533.920289,3018.079271,8868.89875,11765.33187,34051.44477,22397.0987,17530.78609,8545.748711,11111.84664,17025.83082,10884.34741,9247.750227,23163.06075,22864.19384,9506.766819,7992.09859,30213.82813,31655.27273,3475.960592,2440.930004
2048,36894.99191,43979.76615,15516.43905,13033.03078,10960.00914,10785.37121,8804.175455,3164.008146,9276.440628,12032.02636,34513.30313,22780.77843,17854.30007,8717.751262,11377.5483,17252.1966,11074.48565,9549.406035,23461.45839,23378.66964,9797.611278,8259.915795,30531.58369,32062.32813,3603.669464,2545.403658
2049,37286.31732,44279.61333,15826.87925,13425.51296,11132.83174,11037.51539,9081.391992,3315.861373,9707.722543,12304.64857,34981.33905,23171.26451,18184.53982,8893.403351,11651.21776,17482.35909,11267.04867,9860.862118,23762.28516,23899.94052,10098.4663,8536.760167,30852.67892,32474.13858,3735.846716,2653.74436
2050,37680.65478,44583.48684,16143.16008,13832.79322,11309.40173,11296.26973,9365.427239,3473.881401,10163.42683,12582.43342,35455.23889,23568.41903,18521.19334,9072.511197,11932.24746,17716.47962,11462.98266,10182.26719,24062.55783,24435.08989,10408.67129,8821.929129,31176.20499,32888.20907,3872.617017,2765.818684
2051,38014.40553,44857.0736,16524.89864,14249.76954,11530.07598,11573.87865,9633.278369,3630.646344,10648.41323,12835.05748,35925.32552,23986.21015,18920.03507,9333.492616,12127.17003,17972.51817,11669.61192,10500.65112,24537.86287,24929.06098,10702.99178,9126.001694,31548.51822,33242.90434,4019.508499,2893.363037
2052,38351.08093,45132.35029,16915.57314,14679.28594,11754.95138,11858.09583,9908.544033,3794.159255,11155.52495,13092.72984,36401.62957,24411.24746,19327.21341,9601.381329,12325.12231,18232.16098,11879.80063,10828.72701,25022.26166,25432.54864,11005.44269,9440.121122,31925.28574,33601.19471,4171.803914,3026.537434
2053,38690.70651,45409.32743,17315.39118,15121.7191,11984.10661,12149.07558,10191.42635,3964.703039,11685.74468,13355.5511,36884.23314,24843.65506,19742.89989,9876.350594,12526.15094,18495.45785,12093.60822,11166.78615,25515.92426,25945.73061,11316.24565,9764.609885,32306.56096,33963.11645,4329.698851,3165.583104
2054,39033.30805,45688.0156,17724.56513,15577.45701,12217.62183,12446.97576,10482.13294,4142.572399,12240.09841,13623.62389,37373.21946,25283.55918,20167.26953,10158.57789,12730.30328,18762.45928,12311.09509,11515.12854,26019.02386,26468.78787,11635.6283,10099.80062,32692.39795,34328.70622,4493.395937,3310.751455
2055,39378.91153,45968.42546,18143.31227,16046.8993,12455.57867,12751.95788,10780.87703,4328.074327,12819.65733,13897.05286,37868.67283,25731.08818,20600.50094,10448.24501,12937.62742,19033.21644,12532.32265,11874.06318,26531.73683,27001.90476,11963.82444,10446.03643,33082.85142,34698.00102,4663.105095,3462.304499
2056,39751.77909,46252.25931,18566.49928,16525.28253,12697.93997,13057.59284,11081.1795,4520.049357,13419.20085,14170.74211,38393.93698,26200.5906,21032.63315,10750.9899,13155.91999,19358.36986,12767.04121,12229.10704,27001.03087,27520.19573,12290.47035,10784.34833,33497.42764,35105.36172,4837.589172,3622.640322
2057,40128.13888,46537.85717,18999.46013,17017.89764,12944.90618,13370.33253,11389.59935,4720.18585,14045.6736,14449.79829,38926.46739,26678.48304,21473.57562,11061.85401,13377.72519,19688.94822,13005.97591,12594.51464,27478.32632,28047.95972,12625.84204,11133.171,33917.20612,35517.2354,5018.423055,3790.104256
2058,40508.02348,46825.23006,19442.41885,17525.1676,13196.56342,13690.33905,11706.35294,4928.82315,14700.25792,14734.32639,39466.36444,27164.91367,21923.50523,11381.04455,13603.09907,20025.04065,13249.20033,12970.58502,27963.75611,28585.36444,12970.16966,11492.82173,34342.25228,35933.67183,5205.834512,3965.004806
2059,40891.4658,47114.38911,19895.60462,18047.52793,13452.99943,14017.77815,12031.66236,5146.314654,15384.18772,15024.43344,40013.7299,27660.03327,22382.60241,11708.77386,13832.09855,20366.73775,13496.78932,13357.62582,28457.45534,29132.58053,13323.68941,11863.6272,34772.63235,36354.72138,5400.05944,4147.663651
2060,41278.49904,47405.34551,20359.25179,18585.42709,13714.30356,14352.81932,12365.75564,5373.028393,16098.75073,15320.22859,40568.66693,28163.99527,22851.05118,12045.25958,14064.78151,20714.13159,13748.81899,13755.95356,28959.5613,29689.78157,13686.64364,12245.92375,35208.41342,36780.43494,5601.342155,4338.416204
2061,41725.01413,47712.36837,20828.65923,19129.07636,13973.93942,14687.68856,12699.36473,5603.887836,16833.09063,15612.85132,41144.25769,28699.21186,23317.50949,12390.88393,14314.06219,21074.35346,14014.44467,14148.93799,29445.53251,30229.68031,14049.50049,12619.28944,35661.14323,37243.84832,5807.09947,4537.071246
2062,42176.31032,48021.39125,21308.77573,19688.58621,14238.36548,15030.12854,13041.70201,5844.251901,17599.56475,15911.0349,41727.99206,29244.39952,23793.21469,12745.70653,14567.55246,21440.69706,14285.00456,14552.86682,29939.34541,30778.89129,14421.76123,13003.54463,36119.70033,37712.78943,6020.199588,4744.451858
2063,42632.43865,48332.42727,21799.84372,20264.41881,14507.66869,15380.30727,13392.99284,6094.504179,18399.55001,16214.88473,42319.98511,29799.74202,24278.34737,13109.96082,14825.32288,21813.26493,14560.58788,14968.04149,30441.12314,31337.56986,14803.66656,13398.99756,36584.15987,38187.32397,6240.901004,4960.931613
2064,43093.45068,48645.48963,22302.11109,20857.04978,14781.93758,15738.39647,13753.46839,6355.043721,19234.4821,16524.50819,42920.35353,30365.42649,24773.09159,13483.88604,15087.44519,22192.16131,14841.28543,15394.77176,30950.9907,31905.87392,15195.46326,13805.965,37054.59795,38667.51844,6469.471279,5186.899899
2065,43559.39854,48960.59163,22815.83132,21466.96859,15061.26227,16104.5716,14123.36578,6626.28566,20105.85802,16840.01471,43529.21564,30941.64348,25277.63501,13867.72732,15353.99236,22577.49216,15127.18962,15833.37586,31469.07503,32483.96393,15597.40441,14224.77254,37531.09167,39153.44014,6706.187358,5422.762583
2066,44064.83994,49260.38055,23323.85528,22080.0881,15343.1385,16468.16944,14482.52085,6898.431174,20988.07054,17150.15723,44132.98689,31524.23141,25778.74395,14241.32364,15618.56571,22950.14482,15418.31516,16258.8372,32006.30445,33042.21744,15994.03203,14629.87259,38022.42866,39657.2502,6945.931554,5664.126712
2067,44576.08601,49562.01737,23843.07489,22710.67988,15630.16045,16839.73024,14850.55595,7181.346899,21907.61379,17465.98596,44745.11126,32117.58157,26289.51126,14624.24974,15887.49941,23328.80983,15714.83413,16695.47299,32552.373,33609.55524,16400.5319,15046.00592,38520.20361,40167.21811,7194.027589,5915.835157
2068,45093.20319,49865.51358,24373.73497,23359.24137,15922.4206,17219.42523,15227.68797,7475.452198,22866.04011,17787.6049,45365.70417,32721.89069,26810.12039,15016.72783,16160.8649,23713.58278,16016.84384,17143.57377,33107.42239,34186.12014,16817.14675,15473.46402,39024.50102,40683.41892,7450.762947,6178.321248
2069,45616.25871,50170.88072,24916.08568,24026.28414,16220.01307,17607.4293,15614.13903,7781.182737,23864.96618,18115.11995,45994.88263,33337.35909,27340.75822,15418.98528,16438.73481,24104.56075,16324.44338,17603.43761,33671.59655,34772.05712,17244.12527,15912.54593,39535.4065,41205.92862,7716.434971,6452.03628
2070,46145.32054,50478.13041,25470.38258,24712.33432,16523.03367,18003.92104,16010.1367,8098.991132,24906.07572,18448.63894,46632.76526,33964.19072,27881.61516,15831.25474,16721.18298,24501.84234,16637.73356,18075.37031,34245.04166,35367.51342,17681.72219,16363.55844,40053.00678,41734.82415,7991.351204,6737.45025
2071,46682.5634,50775.66702,26024.82418,25400.45581,16838.41498,18396.8494,16392.89091,8415.987258,25953.04982,18779.47593,47250.98844,34568.42044,28414.25736,16220.6354,16988.83646,24865.108,16954.97527,18533.95491,34799.87613,35933.20251,18115.14613,16807.06571,40570.66301,42255.04787,8266.329876,7027.364499
2072,47225.99967,51074.97017,26591.20354,26107.68874,17159.6642,18798.08942,16784.53416,8744.944281,27042.47405,19116.21559,47877.38724,35183.19185,28956.78527,16618.82983,17260.57855,25233.62291,17278.04084,19003.9033,35363.35507,36507.41463,18558.96259,17262.04309,41095.01489,42781.42808,8550.528595,7329.287304
2073,47775.70053,51376.05043,27169.77565,26834.56333,17486.88885,19207.81373,17185.27047,9086.307234,28176.04328,19458.96298,48512.06965,35808.6869,29509.37969,17026.02774,17536.47158,25607.46168,17607.03445,19485.49441,35935.60954,37090.27352,19013.41775,17728.77809,41626.14917,43314.0376,8844.253133,7643.705461
2074,48331.73799,51678.91843,27760.80091,27581.62454,17820.19842,19626.19852,17595.30852,9440.537718,29355.51996,19807.825,49155.14508,36445.09065,30072.22472,17442.42284,17816.5788,25986.69994,17942.06212,19979.01397,36516.77253,37681.90465,19478.76361,18207.56528,42164.15372,43852.95015,9147.819373,7971.12532
2075,48894.18487,51983.58489,28364.54528,28349.43242,18159.70439,20053.4236,18014.86177,9808.114521,30582.73681,20162.91047,49806.72439,37092.59134,30645.50778,17868.21288,18100.96447,26371.41442,18283.23173,20484.75472,37106.97903,38282.43531,19955.25808,18698.70648,42709.11757,44398.24032,9461.553645,8312.07357
2076,49468.57169,52309.74912,28968.36184,29118.18864,18499.89399,20480.06662,18419.68489,10170.57387,31803.92462,20513.03583,50451.07152,37717.09833,31210.56426,18278.60843,18381.12097,26732.36648,18632.16448,20977.63023,37702.2763,38881.40497,20425.04175,19184.2034,43253.56534,44942.61457,9771.703283,8654.716755
2077,50049.6421,52637.97275,29584.89531,29907.74622,18846.30152,20915.51588,18833.36306,10546.0134,33072.37985,20869.21324,51103.73576,38351.9198,31785.75159,18697.65684,18665.431,27098.12996,18987.51736,21482.11274,38306.7622,39489.20593,20905.65496,19681.73232,43804.96049,45493.34396,10091.78928,9011.00523
2078,50637.47364,52968.26886,30214.41142,30718.66756,19199.03896,21359.94991,19256.08781,10934.89275,34389.90896,21231.54706,51764.82435,38997.22423,32371.24877,19125.53145,18953.95608,27468.76784,19349.4056,21998.47315,38920.57479,40105.96368,21397.34439,20191.58226,44363.39185,46050.50274,10422.12689,9381.4719
2079,51232.14477,53300.65064,30857.1814,31551.53025,19558.2203,21813.55082,19688.05477,11337.68781,35758.38734,21600.14346,52434.44589,39653.18283,32967.23793,19562.40902,19246.75864,27844.34395,19717.94645,22526.98867,39543.85416,40731.80544,21900.36234,20714.04904,44928.94937,46614.16602,10763.04131,9766.670294
2080,51833.73483,53635.13135,31513.48213,32406.92751,19923.96156,22276.5044,20129.4638,11754.89135,37179.76199,21975.11044,53112.71041,40319.96956,33573.90442,20008.46972,19543.90209,28224.92293,20093.25924,23067.94295,40176.74247,41366.86021,22414.96676,21249.43545,45501.72416,47184.4098,11114.86807,10167.17537
2081,52439.06412,53967.932,32169.61684,33263.00037,20290.4419,22737.81021,20558.91082,12165.72861,38593.43372,22339.06359,53785.79689,40965.4212,34175.2165,20446.83222,19839.99401,28601.67095,20474.79421,23597.85182,40799.91195,41981.98363,22919.91609,21779.39384,46103.13543,47750.7545,11462.01815,10568.20361
2082,53051.39858,54302.81119,32839.26394,34141.63637,20663.49899,23208.38482,20997.27691,12590.496,40059.25956,22709.01648,54467.39469,41621.00799,34787.00249,20893.99655,20140.3879,28983.31731,20863.32025,24139.67699,41432.36935,42605.70407,23436.00256,22321.95317,46712.50023,48323.57635,11819.77141,10984.51827
2083,53670.81905,54639.782,33522.69947,35043.42976,21043.24916,23688.4112,21444.74532,13029.66144,41579.14275,23085.06781,55157.61132,42286.88728,35409.4422,21350.13062,20445.14631,29369.92457,21258.96239,24693.68419,42074.24932,43238.13714,23963.4689,22877.40373,47329.92393,48902.94959,12188.44882,11416.6914
2084,54297.40732,54978.8576,34220.2051,35968.9904,21429.81075,24178.07587,21901.50303,13483.70859,43155.05601,23467.31786,55856.55565,42963.2188,36042.71851,21815.40548,20754.33272,29761.55606,21661.84787,25260.14501,42725.68842,43879.39999,24502.56309,23446.04238,47955.51326,49488.94933,12568.38106,11865.31629
2085,54931.2461,55320.05122,34932.0682,36918.94424,21823.30422,24677.569,22367.74083,13953.1374,44789.04399,23855.86859,56564.33793,43650.16479,36687.0174,22289.99533,21068.01155,30158.27594,22072.10616,25839.33712,43386.82516,44529.61131,25053.53847,24028.17267,48589.37641,50081.65155,12959.90878,12331.00825
2086,55579.93376,55661.09299,35646.84262,37862.80695,22218.82239,25172.78594,22822.42986,14413.02229,46404.98457,24235.7348,57278.59256,44323.86955,37322.19071,22760.96158,21381.90002,30562.08563,22490.127,26406.84019,44027.31764,45164.66273,25595.45357,24603.60719,49246.5983,50688.31827,13348.09958,12796.13556
2087,56236.21464,56004.25133,36376.08637,38830.7562,22621.34016,25677.65132,23286.13046,14887.67587,48077.7288,24621.62475,58001.84746,45007.77581,37968.06576,23241.0529,21700.28783,30971.16539,22915.7961,26986.56426,44676.87437,45808.21203,26148.8536,25192.1808,49912.71347,51302.00858,13747.68771,13278.26755
2088,56900.1774,56349.53946,37120.09,39823.40635,23030.97965,26192.34981,23759.01932,15377.56888,49809.25543,25013.63378,58734.21592,45702.03623,38624.82025,23730.43739,22023.23959,31385.58282,23349.25013,27578.77041,45335.61996,46460.36854,26713.97906,25794.18415,50587.84245,51922.80402,14159.00508,13778.01536
2089,57571.91172,56696.9707,37879.14992,40841.38739,23447.86512,26717.06958,24241.27661,15883.18707,51601.61215,25411.85871,59475.81268,46406.80576,39292.6348,24229.28617,22350.82083,31805.40637,23790.62818,28183.72526,46003.6807,47121.24294,27291.0755,26409.9142,51272.1074,52550.78706,14582.39328,14296.01195
2090,58251.50835,57046.55847,38653.56841,41885.34541,23872.12295,27252.00238,24733.08603,16405.03172,53456.91793,25816.39791,60226.75389,47122.24165,39971.69301,24737.77345,22683.09806,32230.70534,24240.07178,28801.7011,46681.18455,47790.9473,27880.39353,27039.67432,51965.63212,53186.04117,15018.2038,14832.91281
2091,58970.64697,57398.72389,39425.83671,42918.63023,24301.30336,27780.88097,25215.0367,16913.27796,55284.84408,26213.12071,60989.44079,47838.9412,40639.58092,25241.97337,23013.48935,32661.27471,24693.39592,29409.94941,47334.05748,48441.54121,28459.91612,27663.0355,52675.63285,53851.74215,15450.69132,15367.48718
2092,59698.58858,57753.078,40213.36738,43977.36039,24738.02235,28319.72477,25706.1469,17436.88439,57173.74115,26615.91455,61761.76568,48566.34038,41318.32972,25755.59436,23348.5184,33097.45421,25154.91465,30030.79443,47995.65681,49100.42755,29051.24086,28300.0855,53395.33655,54525.42389,15895.39522,15920.74216
2093,60435.44066,58109.6345,41016.45966,45062.16222,25182.41051,28868.71822,26206.58893,17976.31245,59125.62739,27024.87212,62543.85022,49304.59709,42008.11344,26278.80386,23688.25051,33539.3157,25624.77272,30664.49502,48666.09566,49767.7078,29654.60525,28951.11546,54124.87601,55207.18239,16352.65804,16493.31998
2094,61181.31202,58468.40721,41835.41857,46173.67749,25634.60069,29428.04917,26716.53831,18532.0375,61142.58784,27440.08757,63335.81762,50053.87151,42709.10889,26811.77224,24032.75193,33986.93194,26103.11738,31311.31537,49345.48857,50443.48462,30270.25153,29616.42257,54864.38583,55897.11479,16822.83185,17085.88481
2095,61936.31278,58829.40998,42670.5551,47312.56378,26094.72803,29997.90887,27236.17383,19104.54921,63226.77659,27861.65646,64137.79263,50814.32621,43421.49568,27354.6728,24382.08982,34440.37661,26590.09845,31971.52507,50033.95153,51127.86192,30898.42677,30296.31022,55614.00249,56595.31944,17306.27862,17699.12345
2096,62736.69194,59195.00271,43497.18033,48434.23585,26559.13776,30559.84174,27740.37434,19657.60797,65266.32523,28274.52556,64954.82807,51585.22264,44118.90545,27886.64048,24721.29929,34883.36914,27077.37204,32608.95724,50723.77099,51795.09974,31515.76278,30968.01007,56374.96955,57320.37946,17783.17689,18306.84085
2097,63547.32778,59562.88257,44339.64699,49582.46503,27031.62901,31131.99748,28253.68843,20226.34238,67370.26916,28693.48998,65782.24993,52367.60451,44827.21935,28428.07981,25065.07165,35331.91752,27573.2793,33258.86899,51422.68084,52470.47201,32145.18889,31653.89291,57146.35208,58054.36387,18272.98964,18934.83582
2098,64368.35143,59933.06399,45198.25622,50757.87999,27512.34055,31714.55875,28776.27915,20811.19468,69540.62856,29118.63954,66620.19013,53161.64099,45546.60532,28979.15119,25413.46855,35786.09024,28077.96971,33921.50282,52130.79724,53154.07382,32786.93904,32354.24872,57928.29286,58797.38287,18776.0642,19583.77457
2099,65199.89568,60305.56148,46073.31482,51961.1243,28001.4135,32307.71144,29308.31245,21412.61962,71779.48701,29550.06538,67468.78223,53967.50376,46277.23387,29540.01769,25766.55248,36245.95659,28591.59533,34597.10592,52848.23783,53846.00132,33441.25166,33069.37328,58720.93662,59549.54803,19292.75722,20254.345
2100,66042.09505,60680.38964,46965.13539,53192.85674,28498.99139,32911.64473,29849.95724,22031.08479,74088.99346,29987.85998,68328.16153,54785.36697,47019.27812,30110.84504,26124.38677,36711.58673,29114.31077,35285.93027,53575.12171,54546.35179,34108.36975,33799.56828,59524.43006,60310.97233,19823.43493,20947.25743
